8;9;9;1;3;4;3;0;2
9;67;12;3;2;2;1;2;4
9;40;9;1;2;1;2;0;3
9;15;11;11;2;2;3;0;3
9;68;9;7;2;1;3;0;3
9;69;11;12;1;2;3;0;4
9;9;8;8;1;4;3;2;3
9;42;10;8;2;1;3;0;3
9;32;9;8;1;2;3;2;3
9;70;12;11;2;1;1;2;4
9;71;10;9;2;2;1;3;3
9;72;9;11;2;2;2;0;3
9;73;9;1;2;1;3;0;3
9;62;10;4;1;2;1;3;3
9;12;7;1;1;4;3;0;2
9;3;11;6;2;4;3;0;3
9;74;12;8;1;2;2;0;4
9;61;10;10;2;1;2;0;3
9;19;9;7;2;1;3;0;2
9;41;11;5;2;2;3;0;4
9;75;12;6;2;3;1;1;4
9;76;10;10;2;2;1;2;3
9;77;11;10;1;2;2;0;4
10;53;1;2;2;3;3;2;1
10;60;8;4;2;1;3;2;1
10;48;9;1;3;1;2;2;3
10;17;6;11;2;3;3;2;2
10;78;3;3;3;2;3;0;2
10;79;4;11;2;2;3;2;1
10;26;11;6;2;2;3;2;3
10;23;2;12;3;1;3;3;1
10;80;10;3;3;1;3;2;3
11;81;4;1;2;3;1;2;1
11;21;13;8;2;2;2;2;4
11;29;11;6;2;2;2;2;3
11;0;9;5;2;2;3;2;2
12;54;8;1;1;2;3;2;3
12;50;10;9;1;2;2;2;3
12;45;1;1;1;2;3;2;1
12;61;10;4;1;3;1;2;2
12;82;11;1;1;2;2;2;3
13;36;1;11;1;3;3;0;1
13;83;1;1;1;1;3;3;1
13;39;10;12;1;3;3;0;4
13;54;11;11;1;4;3;0;4
13;48;7;7;1;2;2;0;2
13;10;1;6;1;4;3;3;1
13;84;2;9;1;4;3;3;2
14;12;13;11;1;4;2;3;4
14;10;11;3;2;2;2;0;3
14;27;8;3;2;2;2;0;2
14;15;11;8;2;1;2;0;3
14;21;5;1;3;1;2;0;2
14;50;11;7;2;2;2;0;3
15;13;5;8;1;2;1;1;2
15;47;8;11;1;3;3;2;2
15;12;11;1;1;3;3;3;3
15;81;10;2;1;2;3;3;3
15;86;1;1;1;2;1;2;1
15;87;9;11;2;2;1;2;3
15;54;13;1;1;2;3;3;4
15;6;11;7;1;2;3;3;3
15;88;7;6;2;3;3;2;2
15;28;11;1;1;3;2;2;3
15;15;6;1;2;3;3;2;2
15;2;3;7;2;2;1;2;1
15;89;9;10;2;3;3;2;3
15;90;10;5;2;2;1;2;3
15;21;4;2;2;2;3;3;2
15;42;12;1;1;3;3;3;4
15;46;9;1;1;4;3;2;2
15;26;9;1;1;3;3;2;3
15;18;10;12;1;4;2;2;3
15;68;9;10;1;3;3;3;2
15;57;8;9;2;3;1;2;3
16;95;8;11;2;2;2;2;2
16;96;9;10;2;2;1;2;3
16;36;11;5;2;3;1;2;4
16;57;10;10;2;2;3;2;3
16;97;11;3;1;3;1;2;3
16;34;11;5;2;3;1;2;3
16;29;3;11;2;2;2;2;1
16;45;6;9;1;2;1;1;2
16;48;9;8;2;3;1;1;3
16;59;8;2;1;4;3;2;3
16;98;11;7;2;2;3;2;4
16;99;9;10;2;2;3;2;3
16;27;11;9;2;2;1;2;3
16;3;9;7;1;3;1;2;3
16;5;8;7;1;3;3;2;2
16;100;10;10;2;2;1;2;3
16;47;8;9;2;2;3;2;2
16;80;10;5;2;2;3;2;3
16;10;9;9;2;2;1;2;3
16;20;4;3;2;3;1;2;2
16;32;9;9;2;2;2;2;3
16;39;4;9;2;2;3;2;1
16;84;5;7;1;2;1;2;1
16;42;1;12;2;1;2;2;1
16;101;4;8;1;1;3;2;1
16;15;9;6;2;3;3;2;3
16;89;7;8;2;2;1;2;2
16;102;12;11;2;2;2;2;4
16;103;13;5;2;3;1;2;4
16;9;9;7;1;3;1;2;3
17;41;13;7;1;2;3;3;4
17;106;13;1;1;3;1;0;4
17;65;11;2;1;2;1;0;3
17;19;10;1;1;3;3;3;3
17;9;10;11;2;2;2;0;2
17;33;12;3;2;2;1;2;4
17;3;9;7;1;2;2;0;2
17;89;10;12;2;2;2;2;2
17;107;11;1;1;2;3;3;3
17;94;4;3;3;2;2;0;1
17;34;10;7;2;2;2;2;3
17;108;10;12;2;4;1;0;3
17;50;10;9;2;2;3;2;3
17;42;9;1;2;2;2;0;3
17;28;9;12;2;2;1;0;2
18;94;8;7;2;2;1;3;3
18;47;12;2;2;2;1;1;0
18;59;9;9;1;4;1;2;2
18;110;12;12;2;1;2;2;4
18;9;8;12;2;1;2;2;2
18;47;12;2;2;2;1;1;3
18;10;11;3;2;2;1;1;4
18;84;12;7;1;4;1;1;3
18;48;10;8;2;2;1;3;0
18;16;4;8;1;2;1;3;1
18;47;12;2;2;2;1;1;3
19;24;5;1;1;1;3;0;2
19;15;11;1;1;1;3;0;3
19;47;8;1;1;1;3;0;3
19;2;4;1;1;2;2;0;1
19;6;5;1;1;1;3;0;2
19;45;8;1;1;2;3;0;2
19;12;7;1;1;4;3;0;2
19;28;7;1;1;4;2;0;2
19;89;8;1;1;2;3;0;2
19;18;9;1;1;2;3;0;3
19;44;8;1;1;2;3;0;2
19;29;2;1;1;1;3;0;1
19;11;4;1;1;1;3;0;1
19;42;7;1;1;2;1;2;2
19;23;8;1;1;2;2;0;2
19;19;9;1;1;2;3;0;3
19;61;4;1;1;4;3;0;2
19;84;7;1;1;2;2;0;2
19;54;8;1;1;2;2;0;2
19;41;8;1;1;2;3;0;2
19;17;8;1;1;1;3;3;2
19;50;5;1;1;4;3;0;2
19;31;6;1;1;1;3;0;2
19;95;2;1;1;1;3;0;1
19;58;7;1;1;2;3;0;2
19;73;8;1;1;2;3;0;2
19;64;10;1;1;2;1;1;3
20;111;12;1;1;3;3;3;4
20;82;10;1;1;2;3;3;3
20;0;10;1;1;3;3;3;3
20;13;9;1;1;3;3;3;3
20;50;8;1;1;2;3;3;2
20;89;12;1;1;3;3;3;4
20;17;11;1;1;2;3;3;4
20;87;12;11;2;2;2;0;4
20;12;9;1;1;3;1;2;3
20;59;10;1;1;2;3;3;3
20;20;12;1;1;3;3;3;3
20;112;12;1;1;2;3;3;4
20;19;8;1;1;3;3;3;2
20;96;13;1;1;2;0;3;4
20;9;4;1;1;2;3;3;1
20;42;12;1;1;2;3;3;4
20;110;6;1;1;2;3;3;2
20;52;3;1;1;2;3;3;1
20;36;8;1;1;3;3;3;2
20;29;10;1;1;4;3;3;3
20;113;12;1;1;2;3;3;4
20;61;7;1;1;4;3;3;2
20;68;6;1;1;1;3;3;2
20;31;9;1;1;2;3;3;2
21;13;10;11;1;2;1;1;3
21;6;13;4;1;2;1;1;4
21;96;8;6;1;3;2;2;3
21;17;7;12;1;4;2;0;2
21;95;8;1;1;4;1;2;2
21;42;8;10;1;4;1;2;2
22;34;10;3;1;1;1;0;3
22;3;9;2;1;0;1;0;2
22;17;7;6;1;3;1;2;2
22;114;6;1;1;1;2;0;1
22;115;6;5;3;4;1;2;2
22;95;8;10;2;3;1;2;2
22;23;7;10;1;1;2;0;2
22;9;11;12;1;1;1;2;3
22;47;11;10;1;3;1;2;4
22;6;12;1;1;2;1;1;4
22;89;9;1;1;0;1;1;3
22;29;9;3;1;2;1;0;2
22;32;10;5;1;3;1;2;3
22;20;10;9;1;4;1;2;3
22;13;10;8;1;2;1;1;3
22;88;8;2;1;2;1;2;3
22;16;7;9;1;2;2;0;2
22;12;11;10;1;2;1;1;4
22;26;10;2;1;2;1;1;3
22;96;9;6;1;0;2;2;3
22;10;9;1;1;0;1;1;2
22;116;7;1;1;1;1;2;2
22;84;10;12;1;2;1;1;3
22;60;8;1;1;4;1;2;2
22;42;9;9;2;4;1;2;3
23;55;10;1;1;1;3;3;3
23;118;7;6;1;1;1;1;3
23;19;7;9;1;3;3;3;3
23;36;10;1;1;1;3;3;3
23;119;9;1;1;1;3;3;2
23;60;7;6;1;4;1;2;2
23;39;7;7;1;2;3;3;2
23;9;10;1;1;3;3;3;3
23;91;11;1;1;3;3;3;0
24;36;8;4;2;3;3;0;3
24;119;4;1;1;1;3;2;1
24;17;7;1;1;1;3;2;2
24;15;8;1;1;1;3;2;3
24;50;2;7;2;2;2;2;1
24;59;11;1;1;4;3;0;4
24;19;7;1;1;3;3;2;3
24;2;10;7;2;3;3;2;3
24;120;7;6;2;1;2;0;2
24;12;11;10;2;4;1;2;4
24;5;10;6;1;3;1;1;3
24;0;9;1;1;1;3;2;3
24;78;9;1;1;1;3;2;3
24;40;7;1;1;2;2;2;2
24;101;8;1;1;4;3;2;3
24;18;5;8;2;3;2;0;1
24;16;7;1;1;1;3;0;2
24;94;9;1;1;2;3;2;3
24;84;8;8;2;3;3;0;3
24;31;9;1;1;1;3;2;3
24;116;8;1;1;1;3;0;3
24;6;10;1;2;4;0;2;4
24;41;9;1;1;4;3;2;3
24;3;11;1;1;2;3;2;4
24;88;10;8;2;4;3;2;3
25;73;9;1;1;2;3;3;3
25;121;10;1;1;2;3;3;4
25;80;9;1;1;2;3;3;3
25;41;7;1;1;4;3;3;2
25;13;11;1;1;4;3;3;2
25;27;11;1;1;2;3;3;3
26;15;8;2;2;1;3;3;3
26;111;10;1;1;3;3;0;3
26;10;9;1;1;4;3;3;3
26;40;6;1;1;3;3;0;2
26;89;12;1;1;3;3;3;3
26;28;8;12;1;3;1;1;2
26;12;11;12;2;2;2;0;3
26;21;13;9;2;2;1;0;4
26;3;10;1;1;2;3;0;2
26;5;8;1;1;3;3;0;2
26;125;8;1;1;3;3;0;2
26;65;10;5;1;3;1;2;3
26;0;9;1;1;3;3;0;3
26;62;7;8;2;2;2;3;2
26;78;8;8;2;4;2;3;0
26;73;10;1;1;1;3;0;3
26;59;12;1;1;2;3;0;3
26;6;12;1;1;1;3;0;4
26;25;10;1;1;2;3;0;3
26;34;10;1;1;2;3;0;2
26;27;11;10;2;2;2;0;3
26;50;3;1;1;1;3;0;1
26;126;11;1;1;3;3;0;3
26;42;5;11;2;2;3;3;2
26;127;8;1;1;2;3;0;3
26;61;4;1;2;4;3;3;1
26;33;11;11;1;3;1;3;3
26;48;10;10;2;4;3;0;2
26;49;7;11;2;4;0;0;2
26;96;5;1;1;2;3;0;2
27;12;13;5;1;2;3;0;4
27;94;8;6;1;2;2;0;2
27;84;9;9;2;1;2;0;2
27;128;5;12;2;1;2;3;1
27;13;11;1;1;2;3;0;4
27;36;12;8;2;2;2;0;3
27;19;7;4;2;1;3;3;2
27;14;13;11;1;1;1;0;4
27;9;12;7;2;1;3;3;3
27;17;6;6;2;2;1;3;2
27;15;12;3;1;2;1;2;4
27;78;11;1;1;4;3;0;3
27;89;11;10;1;2;2;0;3
27;0;12;11;1;2;3;0;4
27;48;7;8;2;2;1;2;2
27;46;6;5;2;1;1;2;2
27;45;12;12;1;2;3;2;4
27;3;8;9;2;2;3;0;2
27;27;12;6;2;2;3;3;4
27;33;7;7;2;2;1;3;2
27;50;6;11;1;1;2;0;2
27;44;7;3;2;1;3;0;2
27;10;12;6;2;2;3;3;4
27;6;13;1;1;4;3;2;4
28;15;9;1;2;3;1;2;3
28;73;10;8;2;3;1;2;3
28;27;4;9;2;3;1;2;2
28;10;10;1;2;3;2;2;4
28;96;7;8;2;1;2;2;3
28;24;1;4;2;2;1;2;1
28;32;12;1;2;2;1;2;3
28;2;7;1;1;3;2;2;2
28;34;10;1;2;1;2;2;3
28;9;1;7;1;2;2;2;0
28;89;13;1;2;3;1;1;4
28;20;10;1;1;3;1;2;3
28;4;10;1;1;3;1;2;3
28;19;9;9;2;3;1;2;3
28;0;7;1;1;3;1;2;2
28;59;10;4;2;2;1;2;3
28;130;4;1;1;2;1;2;2
28;53;6;1;2;3;2;2;2
28;131;10;10;2;2;2;2;3
28;86;9;1;1;3;1;2;3
28;23;8;10;2;1;1;2;2
28;51;13;1;1;3;1;1;4
28;42;7;9;2;1;1;2;2
28;41;10;5;2;2;2;2;3
29;27;9;4;3;2;2;0;3
29;9;9;10;2;4;2;0;3
29;17;8;4;3;2;2;0;3
29;129;8;10;2;2;2;0;3
29;0;2;1;1;4;3;0;1
29;59;10;1;1;4;3;0;3
29;82;9;4;1;4;1;2;3
29;20;7;4;2;1;2;0;2
29;41;8;1;1;4;3;0;3
29;12;12;8;2;4;2;0;3
29;36;11;6;1;2;2;0;4
29;132;9;6;2;2;2;2;3
29;68;8;4;2;4;2;0;3
29;42;6;6;2;4;1;0;2
29;56;9;5;1;2;3;3;3
29;21;11;4;3;2;2;0;3
29;89;11;1;1;4;3;0;3
29;15;12;1;1;4;3;0;4
29;3;10;1;1;4;3;2;3
29;19;10;1;1;4;3;3;3
29;60;5;7;2;1;2;2;2
29;5;9;6;1;2;1;2;3
29;61;8;6;1;4;1;2;2
29;133;5;7;2;4;2;0;2
29;4;10;2;3;4;2;0;3
29;63;5;9;1;2;3;0;2
29;37;1;4;3;2;2;0;1
29;11;10;7;1;4;1;2;3
29;94;4;12;1;2;2;2;2
29;96;9;4;2;2;1;0;3
29;10;12;1;1;4;3;1;4
29;47;6;1;1;2;1;2;3
30;41;10;6;2;3;2;2;3
30;19;9;7;1;2;1;1;4
30;15;11;1;1;3;1;1;3
30;5;11;2;1;2;1;1;3
30;58;12;10;2;3;1;2;4
30;132;8;6;2;1;1;2;3
30;20;5;7;2;1;1;2;2
30;40;8;4;2;3;1;2;2
30;118;12;7;2;2;1;1;4
30;28;9;11;1;2;1;1;4
30;53;11;3;1;2;1;1;3
30;90;12;5;1;2;1;1;4
30;18;9;1;2;3;1;1;3
30;84;7;1;1;2;1;1;2
30;119;8;1;1;3;1;1;3
30;96;9;7;1;2;1;2;3
30;54;10;8;2;3;2;2;3
30;48;9;8;2;2;1;1;3
30;78;10;6;2;3;2;2;3
30;33;8;8;2;2;2;2;3
30;16;8;6;1;2;1;1;3
30;134;1;6;2;2;1;2;1
30;10;11;3;2;2;1;1;4
30;36;10;4;2;4;1;2;3
31;50;11;8;1;4;2;2;3
31;86;4;6;2;3;2;2;1
31;0;8;6;2;3;2;2;2
31;55;13;4;2;2;1;2;4
31;73;10;5;2;3;1;2;3
31;40;9;3;2;2;2;2;2
31;32;13;4;2;2;1;2;4
31;129;11;7;2;1;1;2;4
31;4;11;2;1;3;1;2;3
31;26;9;12;1;1;2;2;2
31;15;11;7;2;1;1;2;3
31;61;10;8;2;4;2;2;2
31;8;10;4;2;3;1;2;2
31;18;9;2;2;3;2;2;2
31;34;12;10;1;2;1;2;4
31;28;10;11;1;4;2;2;3
31;22;9;12;1;3;2;2;3
31;54;11;11;1;2;1;2;3
32;47;13;1;1;4;3;2;4
32;29;13;1;1;2;3;2;4
32;48;0;1;1;2;2;0;0
32;96;13;1;1;4;3;2;4
33;42;10;5;2;3;2;0;4
33;26;13;11;1;2;1;2;4
33;135;8;11;2;3;2;3;3
33;6;12;12;1;3;3;3;4
33;16;4;11;2;1;1;2;2
33;96;9;10;2;2;2;0;3
33;2;13;7;2;1;2;3;4
33;52;6;11;2;3;1;2;2
33;95;10;1;2;4;3;0;4
33;89;7;10;2;3;1;2;2
33;13;11;8;2;3;2;0;0
33;10;10;10;2;1;2;3;4
33;12;13;4;2;3;2;3;4
33;73;11;9;2;1;1;2;4
33;100;11;10;2;2;2;2;4
33;15;12;10;2;1;2;0;4
33;9;4;8;1;4;1;2;2
33;0;2;7;2;3;2;0;1
33;18;10;1;2;3;2;3;4
33;115;11;2;2;3;2;0;4
33;48;9;7;2;2;2;3;3
33;90;9;1;2;3;2;3;0
34;13;6;4;2;2;2;2;2
34;32;3;1;1;2;2;3;3
34;96;13;10;1;2;0;1;4
34;11;2;2;2;2;2;3;4
34;65;12;6;2;2;2;2;4
34;60;4;10;1;2;0;2;2
34;130;4;1;2;4;2;3;3
34;68;11;10;2;1;1;1;3
34;83;10;8;2;4;2;0;3
34;129;3;10;1;2;1;2;2
34;90;6;10;1;4;2;2;3
34;119;12;1;1;2;2;0;3
34;23;5;9;3;2;2;0;2
34;41;8;9;1;2;1;2;3
34;18;12;7;2;1;2;2;3
34;20;6;6;1;2;2;2;2
34;31;13;3;1;3;1;2;4
34;84;11;10;2;3;1;2;2
34;5;12;1;1;2;1;1;3
34;52;1;9;2;2;1;1;1
34;15;10;4;2;1;2;0;3
34;133;1;10;1;1;2;3;1
34;132;9;6;1;2;2;2;3
34;24;5;7;1;3;2;0;2
34;82;10;9;1;3;2;2;3
34;86;8;6;1;2;2;2;2
34;109;9;1;1;1;1;1;3
34;50;8;2;3;2;2;2;2
34;136;7;7;1;2;1;1;3
34;9;8;5;2;3;2;2;3
34;58;9;3;2;2;3;3;2
34;29;11;10;3;2;2;2;4
34;46;12;6;2;4;2;1;3
34;110;9;8;1;2;1;1;2
34;37;10;6;2;4;1;1;2
34;40;7;2;1;1;2;2;3
34;137;9;10;2;2;1;2;3
34;33;11;8;1;3;1;1;4
34;57;12;2;3;2;2;0;3
34;3;3;7;1;3;2;0;1
34;138;8;9;2;2;2;2;2
34;139;3;10;2;2;2;2;1
35;40;11;8;1;1;2;2;3
35;12;10;8;2;4;1;2;3
36;34;12;7;2;1;2;0;4
36;6;9;2;2;2;2;0;3
36;89;10;1;1;4;3;2;3
36;19;8;7;1;4;2;2;2
36;3;11;1;1;4;3;1;3
37;59;13;1;1;4;0;3;0
37;132;12;2;2;4;2;0;3
37;0;7;1;3;2;1;2;2
37;10;8;12;2;3;1;2;2
37;11;6;2;1;4;1;3;2
37;50;10;11;2;2;1;2;3
38;47;12;3;2;3;2;2;4
38;27;12;9;2;4;1;0;3
38;3;10;8;1;4;1;2;2
38;10;11;11;2;4;1;2;3
38;11;5;5;1;4;1;2;2
38;15;12;11;1;2;2;2;4
38;140;12;5;2;1;1;2;3
38;37;7;11;2;1;1;2;2
38;25;9;5;2;1;1;2;2
38;61;8;11;1;3;1;2;2
38;60;6;10;2;4;2;2;2
38;65;13;8;1;3;2;1;4
38;44;13;10;1;4;1;2;4
38;16;7;6;1;2;1;1;2
38;132;12;11;2;4;1;2;4
38;45;11;11;1;4;1;2;3
38;131;3;3;2;3;2;2;1
38;94;6;9;2;4;2;2;2
38;56;11;12;1;4;1;2;3
38;41;2;6;1;2;2;1;1
38;64;10;11;2;4;2;2;3
38;5;10;5;1;4;1;2;3
38;4;10;11;2;1;1;2;2
38;17;11;5;2;4;1;2;4
38;18;13;9;1;4;1;2;4
38;141;1;6;1;4;2;1;1
38;116;11;1;1;2;1;1;3
38;110;11;11;1;4;1;2;4
38;13;13;6;1;4;1;1;4
38;50;7;7;2;4;2;2;2
38;19;13;10;1;2;1;3;4
39;110;4;7;2;2;3;0;1
39;10;8;2;2;3;1;2;2
39;73;11;7;2;2;3;0;3
39;18;10;1;1;2;3;0;3
39;41;9;6;2;2;3;0;3
39;62;7;7;2;4;3;0;2
39;17;9;3;2;2;2;0;3
39;19;10;1;2;3;3;0;3
39;27;12;4;2;3;2;0;4
39;28;10;12;2;2;3;0;3
39;0;6;1;2;2;2;0;2
39;109;8;1;2;3;1;2;2
40;6;9;3;2;2;2;2;2
40;118;10;1;1;2;3;3;4
40;12;8;4;2;3;2;2;2
40;13;7;3;2;2;3;2;2
40;142;10;12;1;2;3;1;3
40;51;10;9;2;3;3;2;3
41;32;8;12;1;3;1;2;2
41;6;8;4;1;2;1;1;2
41;9;8;7;1;2;2;2;2
41;57;12;10;2;4;1;2;4
41;143;11;9;1;1;1;2;3
41;25;6;1;2;3;2;2;2
41;34;13;11;1;3;1;2;4
41;12;10;12;1;2;1;2;3
41;86;8;3;2;3;1;2;3
41;53;7;1;2;2;2;2;2
42;45;10;5;2;2;1;2;3
42;88;11;11;2;4;1;2;3
42;24;8;9;2;2;1;2;2
42;31;9;6;1;1;1;2;2
42;10;10;3;2;4;1;3;3
42;58;12;1;1;4;3;2;4
42;144;11;1;1;2;1;2;3
42;137;9;1;1;2;3;2;2
42;52;10;3;2;2;1;2;2
42;12;11;8;2;2;1;1;3
42;119;9;7;2;2;1;2;2
42;115;10;7;2;4;1;2;3
42;34;12;4;1;2;1;1;4
42;84;7;2;1;2;1;2;2
42;44;11;6;2;2;1;2;3
42;25;11;2;1;2;3;3;4
42;145;10;4;2;1;1;2;3
42;15;10;1;1;2;1;1;3
42;50;8;8;2;4;2;0;2
42;55;10;10;2;4;1;2;3
42;9;10;6;1;4;1;1;3
42;41;7;10;1;2;1;2;2
42;94;10;12;1;2;1;1;3
42;17;10;6;2;4;1;2;3
42;36;10;5;2;2;1;2;3
42;32;11;5;2;4;1;2;4
42;5;10;4;2;1;3;2;3
43;6;13;1;1;2;2;2;4
43;146;13;1;1;3;1;1;4
43;147;13;1;1;1;3;2;4
43;66;12;3;3;4;2;2;3
43;148;2;1;1;1;3;2;1
43;13;10;1;1;3;1;1;3
43;9;5;1;1;2;1;1;1
43;18;13;2;2;2;1;2;4
43;149;10;1;1;3;1;1;2
43;150;10;1;1;2;1;1;2
43;42;9;1;1;3;1;1;2
43;29;4;1;1;1;3;2;1
43;12;11;1;1;4;3;3;3
43;25;7;1;1;2;1;3;2
43;15;11;2;1;2;2;2;3
43;73;13;1;1;3;2;1;4
43;151;10;1;1;2;1;1;2
43;75;12;1;1;2;1;1;4
43;77;13;1;1;4;3;2;4
44;57;13;10;2;3;1;3;4
44;86;10;3;2;3;2;0;3
44;96;6;7;1;2;1;3;2
44;27;11;12;2;3;1;3;4
44;143;13;9;1;1;1;2;4
44;9;9;7;1;2;2;0;2
44;53;9;1;2;2;2;2;2
44;34;13;3;2;3;1;2;4
44;59;13;1;1;4;3;2;4
45;9;12;1;1;2;2;2;4
45;41;11;1;1;3;2;2;3
45;116;0;1;1;1;0;0;0
45;6;13;1;1;3;1;1;4
45;17;4;1;1;3;2;2;1
45;23;11;1;1;2;1;1;3
45;96;13;1;1;2;1;1;3
45;12;13;1;1;2;1;1;4
46;20;8;1;1;2;3;3;3
46;0;11;1;1;1;2;0;3
46;6;13;1;1;1;3;3;4
46;17;8;1;1;3;1;2;2
46;27;7;1;1;2;2;0;2
46;13;12;1;1;3;1;1;4
46;116;12;1;1;1;1;2;4
46;44;6;1;1;2;3;3;2
46;42;8;1;1;3;1;1;2
46;89;5;1;1;3;3;3;2
46;41;12;1;1;3;3;0;4
46;9;11;1;1;3;1;1;3
46;39;7;1;1;4;3;3;2
46;11;8;1;1;3;1;1;3
46;80;9;1;1;1;3;3;3
46;36;11;1;1;2;3;3;3
46;119;6;1;1;2;1;1;2
46;23;11;1;1;1;2;0;3
46;64;6;1;1;3;2;0;2
46;18;10;1;1;3;1;1;4
46;82;7;1;1;2;2;0;2
46;109;1;1;1;1;3;2;1
46;16;12;1;1;2;1;1;3
46;45;10;1;1;2;1;2;3
46;129;8;1;1;1;1;2;2
46;29;12;1;1;3;2;0;3
46;53;10;1;1;1;3;0;3
46;5;11;1;1;1;2;0;4
47;21;9;1;1;2;3;2;2
47;0;8;1;1;2;3;2;2
47;89;10;1;1;4;3;1;3
47;3;8;1;1;2;3;2;2
47;96;12;1;1;2;3;1;3
47;2;9;1;1;3;2;2;3
47;34;8;1;1;4;1;2;2
47;91;9;1;2;4;2;2;2
47;9;12;1;1;2;3;1;4
47;12;12;1;1;2;3;2;4
47;82;8;8;2;3;2;0;2
47;109;6;9;2;3;2;0;1
47;45;10;1;1;2;3;1;3
48;47;10;8;1;3;3;2;4
48;37;4;8;1;3;1;2;1
48;26;11;8;2;3;3;2;4
48;152;13;11;2;2;3;2;4
48;125;12;9;2;3;3;2;4
48;95;5;8;2;1;3;2;1
48;153;13;2;3;2;3;2;4
48;154;13;1;1;2;3;3;4
48;100;10;12;2;2;3;2;4
48;155;12;11;2;3;1;1;4
48;9;10;7;1;3;3;3;4
48;53;7;8;1;3;3;2;2
48;33;10;5;2;1;3;2;4
48;45;10;4;1;2;1;2;4
48;34;11;1;3;1;3;2;4
48;119;10;11;1;2;3;2;4
48;40;7;8;2;3;1;2;2
48;27;10;1;3;2;1;2;4
48;23;4;3;1;3;3;3;1
48;153;13;2;3;2;3;2;4
48;156;10;12;2;3;1;2;3
48;52;9;10;2;1;3;2;2
48;153;13;2;3;2;3;2;4
48;157;12;1;1;3;3;3;4
48;6;13;7;1;3;1;1;4
48;82;1;11;1;3;1;2;1
48;28;8;12;1;3;3;2;2
48;29;7;4;2;1;3;2;2
48;59;7;3;1;3;3;2;2
48;13;7;6;1;4;3;2;2
48;158;13;10;2;2;1;2;4
48;159;13;3;1;2;3;2;4
48;160;13;5;2;2;3;2;4
48;23;4;3;1;3;3;3;1
48;153;13;2;3;2;3;2;4
